INSTNM,CITY,STATE,ZIP,ACCREDAGENCY,Modified_PEP_ROI,Original_PEP_ROI,PCTPELL,MSI_TYPE
SUNY Oneonta,Oneonta,NY,13820-4015,Middle States Commission on Higher Education,0.1563149757423895,6.397339699863575,0.3325,Non-MSI
State University of New York at Oswego,Oswego,NY,13126,Middle States Commission on Higher Education,0.186229347091702,5.369722955145118,0.3959,Non-MSI
SUNY College at Potsdam,Potsdam,NY,13676-2294,Middle States Commission on Higher Education,0.10572039561614542,9.45891276864728,0.4456,Non-MSI
SUNY at Purchase College,Purchase,NY,10577-1400,Middle States Commission on Higher Education,0.08072252270639861,12.388116308470291,0.3527,HSI
SUNY College of Optometry,New York,NY,10036-8003,Middle States Commission on Higher Education,,,,Non-MSI
SUNY Old Westbury,Old Westbury,NY,11568-0210,Middle States Commission on Higher Education,0.2690952830999227,3.716155810983397,0.4805,AANAPII
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,Middle States Commission on Higher Education,0.16911676105554885,5.913074456715355,0.3784,Non-MSI
SUNY Downstate Health Sciences University,Brooklyn,NY,11203-2098,Middle States Commission on Higher Education,,,0.0777,Non-MSI
Empire State University,Saratoga Springs,NY,12866-4391,Middle States Commission on Higher Education,0.3252667473325267,3.074399729455529,0.337,Non-MSI
SUNY Maritime College,Throggs Neck,NY,10465-4198,Middle States Commission on Higher Education,0.6070819112627986,1.6472241742796907,0.227,Non-MSI
Upstate Medical University,Syracuse,NY,13210,Middle States Commission on Higher Education,,,0.2667,Non-MSI
Swedish Institute a College of Health Sciences,New York,NY,10001-6700,Accrediting Commission of Career Schools and Colleges,0.04503976013557554,22.20260492040521,0.7601,Non-MSI
Syracuse University,Syracuse,NY,13244,Middle States Commission on Higher Education,0.23196616877660006,4.310973472011219,0.1724,Non-MSI
Talmudical Seminary Oholei Torah,Brooklyn,NY,11213,Association of Advanced Rabbinical and Talmudic Schools,-0.11067115422688577,-9.035778175313059,0.6475,Non-MSI
Talmudical Institute of Upstate New York,Rochester,NY,14618-3046,Association of Advanced Rabbinical and Talmudic Schools,-2.18575,-0.45750886423424453,0.4286,Non-MSI
Teachers College at Columbia University,New York,NY,10027,Middle States Commission on Higher Education,,,,Non-MSI
Tompkins Cortland Community College,Dryden,NY,13053-0139,Middle States Commission on Higher Education,-0.009064327485380117,-110.3225806451613,0.1677,Non-MSI
Torah Temimah Talmudical Seminary,Staten Island,NY,10312,Association of Advanced Rabbinical and Talmudic Schools,-0.35533428165007114,-2.8142514011208966,0.7436,Non-MSI
Touro University,New York,NY,10036,Middle States Commission on Higher Education,0.06966360325992717,14.354698195395146,0.3369,Non-MSI
Trocaire College,Buffalo,NY,14220-2094,Middle States Commission on Higher Education,0.09083201446981687,11.009334163036714,0.4832,Non-MSI
Excelsior University,Albany,NY,12203-5159,Middle States Commission on Higher Education,,,0.2083,Non-MSI
Ulster County Community College,Stone Ridge,NY,12484,Middle States Commission on Higher Education,0.031343581553204235,31.904458598726112,0.1672,Non-MSI
Union College,Schenectady,NY,12308-2311,Middle States Commission on Higher Education,0.31963250883392225,3.128592907048731,0.1312,Non-MSI
Union Theological Seminary in the City of New York,New York,NY,10027-5792,Middle States Commission on Higher Education,,,,Non-MSI
United Talmudical Seminary,Brooklyn,NY,11211,Association of Advanced Rabbinical and Talmudic Schools,-0.22889576883384932,-4.368800721370604,0.863,Non-MSI
United States Merchant Marine Academy,Kings Point,NY,11024-1634,Middle States Commission on Higher Education,2.4464780067671485,0.40875086439932107,0.0775,Non-MSI
United States Military Academy,West  Point,NY,10996,EXEMPT,,,,Non-MSI
Utica University,Utica,NY,13502-4892,Middle States Commission on Higher Education,0.1591832920618605,6.2820663340181975,0.2967,Non-MSI
Vassar College,Poughkeepsie,NY,12604,Middle States Commission on Higher Education,0.18576510461891824,5.383142340168878,0.2083,Non-MSI
Villa Maria College,Buffalo,NY,14225-3999,Middle States Commission on Higher Education,-0.09571846604035114,-10.447304907481898,0.6482,Non-MSI
School of Visual Arts,New York,NY,10010,Middle States Commission on Higher Education,0.05680429353313141,17.60430308699719,0.1547,Non-MSI
Wagner College,Staten Island,NY,10301-4495,Middle States Commission on Higher Education,0.2542767209525113,3.932723358449946,0.2111,Non-MSI
Webb Institute,Glen Cove,NY,11542-1398,Middle States Commission on Higher Education,-0.5551111111111111,-1.801441152922338,0.0952,Non-MSI
Wells College,Aurora,NY,13026-0500,,0.04824281150159744,20.728476821192054,0.4825,Non-MSI
The College of Westchester,White Plains,NY,10606-1200,Middle States Commission on Higher Education,0.162746454514009,6.144527098831031,0.6438,Non-MSI
SUNY Westchester Community College,Valhalla,NY,10595,Middle States Commission on Higher Education,0.2104264456206931,4.752254390128145,0.3398,HSI
Westchester School of Beauty Culture,Mount Vernon,NY,10550-2295,National Accrediting Commission of Career Arts and Sciences,-0.6205110007097232,-1.6115749742651264,0.6,Non-MSI
Word of Life Bible Institute,Pottersville,NY,12860-0129,Transnational Association of Christian Colleges and Schools,-0.05337428405412136,-18.73561430793157,0.4143,Non-MSI
Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,Association of Advanced Rabbinical and Talmudic Schools,-5.859919571045577,-0.1706508063593732,0.8015,Non-MSI
Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,Association of Advanced Rabbinical and Talmudic Schools,-0.9970350096932376,-1.0029738076175225,0.4324,Non-MSI
Yeshiva of Nitra Rabbinical College,Chester,NY,10918,Association of Advanced Rabbinical and Talmudic Schools,-0.08723564954682779,-11.463203463203463,0.6932,Non-MSI
Yeshivath Shaar Hatorah,Kew Gardens,NY,11418,Association of Advanced Rabbinical and Talmudic Schools,-0.6295816231007417,-1.5883563994052383,0.0882,Non-MSI
Yeshiva University,New York,NY,10033-3299,Middle States Commission on Higher Education,0.2605459647120369,3.838094368896596,0.1284,Non-MSI
Yeshivath Viznitz,Monsey,NY,10952,Association of Advanced Rabbinical and Talmudic Schools,-1.7824675324675325,-0.5610200364298725,0.7782,Non-MSI
Yeshivath Zichron Moshe,South Fallsburg,NY,12779,Association of Institutions of Jewish Studies,-0.8786934673366834,-1.1380532997826833,0.454,Non-MSI
Hebrew Union College-Jewish Institute of Religion,New York,NY,10012-1186,Middle States Commission on Higher Education,,,,Non-MSI
Bais Medrash Elyon,Monsey,NY,10952,Association of Institutions of Jewish Studies,,,0.225,Non-MSI
HJ International Graduate School for Peace and Public Leadership,New York,NY,10036,Middle States Commission on Higher Education,,,,Non-MSI
Center for Instruction Technology & Innovation,Mexico,NY,13114,Council on Occupational Education,-0.06736251206034559,-14.845052083333332,0.7895,Non-MSI
New York Academy of Art,New York,NY,10013-2911,National Association of Schools of Arts and Design,,,,Non-MSI
Suffolk County Community College,Selden,NY,11784-2899,Middle States Commission on Higher Education,0.32693661971830984,3.058696822832526,0.2306,HSI
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,13088-0208,,0.03518983992591613,28.417293233082706,0.4945,Non-MSI
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,14210-2007,,0.036413415468856944,27.462406015037597,0.4565,Non-MSI
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11219,Association of Advanced Rabbinical and Talmudic Schools,-0.09936098233304097,-10.064312736443885,0.9154,Non-MSI
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,13478-0168,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.0688905791589699,-14.515772870662461,0.787,Non-MSI
Long Island Beauty School-Hauppauge,Hauppauge,NY,11788,National Accrediting Commission of Career Arts and Sciences,-0.09937471148600445,-10.062922297297296,0.3619,Non-MSI
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,14006,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.0469926042280254,-21.279944289693592,0.8148,Non-MSI
Empire Beauty School-Brooklyn,Brooklyn,NY,11214,National Accrediting Commission of Career Arts and Sciences,-0.14199564464794237,-7.0424695241840345,0.7078,Non-MSI
Albert Einstein College of Medicine,Bronx,NY,10461-1900,Middle States Commission on Higher Education,,,,Non-MSI
Seminar L'moros Bais Yaakov,Brooklyn,NY,11219,Association of Institutions of Jewish Studies,-0.2219807091427795,-4.504895960832314,0.7447,Non-MSI
School of Professional Horticulture New York Botanical Garden,Bronx,NY,10458-5126,Accrediting Council for Continuing Education & Training,,,0.0,Non-MSI
Yeshivas Novominsk,Brooklyn,NY,11204-2138,Association of Advanced Rabbinical and Talmudic Schools,-1.182285327924273,-0.8458195127530597,0.3161,Non-MSI
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211,Association of Advanced Rabbinical and Talmudic Schools,-0.3258749782343723,-3.0686615014694096,0.8489,Non-MSI
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,14903,Council on Occupational Education,-0.03929837428187263,-25.446345256609643,0.5814,Non-MSI
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,13815-3554,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.026246424765857215,-38.10042735042735,0.8421,Non-MSI
Orlo School of Hair Design and Cosmetology,Albany,NY,12206,National Accrediting Commission of Career Arts and Sciences,-0.12268794362986374,-8.150760135135135,0.4842,Non-MSI
Shear Ego International School of Hair Design,Rochester,NY,14617,National Accrediting Commission of Career Arts and Sciences,-0.11093568758860678,-9.014231774615162,0.3293,Non-MSI
Pacific College of Health and Science,New York,NY,10038,Western Association of Schools and Colleges Senior Colleges and University Commission,-0.0452990060290044,-22.075539568345324,0.1365,Non-MSI
Allen School-Jamaica,Jamaica,NY,11432,Council on Occupational Education,-0.030386837038333624,-32.90898617511521,0.7117,Non-MSI
Clinton Essex Warren Washington BOCES,Plattsburgh,NY,12901-0455,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.6114413595356318,-1.6354798124213656,0.2174,Non-MSI
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,NY,13601-9509,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.04661522052826401,-21.45222072678331,0.7083,Non-MSI
Veeb Nassau County School of Practical Nursing,Hicksville,NY,11801-4302,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),0.13232193225073255,7.557326158940397,0.9476,Non-MSI
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,NY,14760,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),,,0.8235,Non-MSI
Orange Ulster BOCES-Practical Nursing Program,Newburgh,NY,12550,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),0.15377047282828868,6.503199096725631,0.5294,Non-MSI
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,NY,14513-1863,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.009234828496042216,-108.28571428571428,0.3596,Non-MSI
Broome Delaware Tioga BOCES-Practical Nursing Program,Endicott,NY,13760,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.49512968626118475,-2.0196728811620726,0.5109,Non-MSI
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,NY,12839,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.0491210660618089,-20.357864357864358,0.7436,Non-MSI
Albany BOCES-Adult Practical Nursing Program,Albany,NY,12205,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),0.10267331726727569,9.739628820960698,0.5856,Non-MSI
Eastern Suffolk BOCES,Sayville,NY,11782,Middle States Commission on Secondary Education,0.17451037708272435,5.730318257956449,0.507,Non-MSI
Rockland County BOCES-Practical Nursing Program,West Nyack,NY,10994,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),0.11376488990494525,8.790058170280275,0.5417,Non-MSI
New York College of Health Professions,Syosset,NY,11791-4413,,0.010132282578103011,98.69444444444444,0.3378,Non-MSI
Charles Stuart School of Diamond Setting,Brooklyn,NY,11229,Accrediting Commission of Career Schools and Colleges,-0.22618031302548183,-4.42125128674368,0.0385,Non-MSI
Yeshiva D'monsey Rabbinical College,Monsey,NY,10952,Association of Advanced Rabbinical and Talmudic Schools,-1.957680250783699,-0.510808646917534,0.8462,Non-MSI
Western Suffolk BOCES,Northport,NY,11768,Council on Occupational Education,,,0.3395,Non-MSI
Manhattan School of Computer Technology,Brooklyn,NY,11230-1401,Accrediting Council for Continuing Education & Training,-0.8305310154839936,-1.204048953448473,0.9389,Non-MSI
New York Conservatory for Dramatic Arts,New York,NY,10011-4225,National Association of Schools of Theatre,0.0039024632745892473,256.2484076433121,0.4634,Non-MSI
Merkaz Bnos-Business School,Brooklyn,NY,11214,Middle States Commission on Secondary Education,-0.15709522045201926,-6.365566037735849,0.858,Non-MSI
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,10019,National Accrediting Commission of Career Arts and Sciences,0.09502688172043011,10.523338048090523,0.4655,Non-MSI
Studio Jewelers,New York,NY,10016-4112,Accrediting Commission of Career Schools and Colleges,-0.9307004470938898,-1.0744595676541233,0.0403,Non-MSI
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY,13021,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),-0.023279232318445683,-42.95674300254453,0.7143,Non-MSI
New York Institute of Massage Inc,Williamsville,NY,14221,Accrediting Commission of Career Schools and Colleges,-0.05014802188929757,-19.940966010733455,0.5281,Non-MSI
